ratio	prob_real	prob_real_std	prob_null	prob_null_std	improve	imporove_std	mean_real	mean_real_std	mean_null	mean_null_std
1.0	0.5511391133213807	0.0	0.3966516042597377	0.0008664882248033622	0.3894857280643489	0.003035033702155933	0.038684666942236386	6.938893903907228e-18	0.021609243315246086	7.073411213105869e-05	
0.9	0.5511391133213807	0.0	0.4116790850583655	0.0009407723279386154	0.33876607485798954	0.003060779831059329	0.038684666942236386	6.938893903907228e-18	0.023289120501874393	8.998236794525295e-05	
0.8	0.5511391133213807	0.0	0.4267573396776526	0.0008045059544428645	0.29146243275075845	0.002434758468073359	0.038684666942236386	6.938893903907228e-18	0.02499717196016798	8.897507453154236e-05	
0.7000000000000001	0.5511391133213807	0.0	0.44223340821957213	0.0007375975729426591	0.24626642154637746	0.0020794982802803505	0.038684666942236386	6.938893903907228e-18	0.026714090415577284	7.71728003065177e-05	
0.6000000000000001	0.5511391133213807	0.0	0.4574566103734442	0.0008895518165429345	0.2047944748156999	0.0023420032590532633	0.038684666942236386	6.938893903907228e-18	0.02842371470333252	8.355277753392746e-05	
0.5000000000000001	0.5511391133213807	0.0	0.4731289574493928	0.0006526789946886987	0.16488359694287547	0.001606382790187485	0.038684666942236386	6.938893903907228e-18	0.030120612456532924	9.211848396458586e-05	
0.40000000000000013	0.5511391133213807	0.0	0.4887993246678224	0.0006754432598226353	0.12753872211561956	0.0015583647083534415	0.038684666942236386	6.938893903907228e-18	0.03187982630104353	7.764363350286768e-05	
0.30000000000000016	0.5511391133213807	0.0	0.5044037871851529	0.0004789399252425587	0.09265557538728698	0.0010376942340408844	0.038684666942236386	6.938893903907228e-18	0.03359691959649186	6.627799918485079e-05	
0.20000000000000015	0.5511391133213807	0.0	0.5199751129200237	0.0005629201486751077	0.05993488084088734	0.0011476443879342043	0.038684666942236386	6.938893903907228e-18	0.035308473824210436	5.786661443078146e-05	
0.10000000000000014	0.5511391133213807	0.0	0.5355320392664532	0.00041070389871405283	0.029143724466337666	0.0007892317613924726	0.038684666942236386	6.938893903907228e-18	0.03698731189564715	4.65122383191547e-05	
